Probe	Ensembl	chromosome_name
ANXA3_IL2732844	ENSG00000138772	4
PPA2_IL2780522	ENSG00000138777	4
CENPE_IL2780172	ENSG00000138778	4
GSTCD_IL2738314	ENSG00000138780	4
INTS12_IL2780656	ENSG00000138785	4
ENPEP_IL2739468	ENSG00000138792	4
CASP6_IL2781693	ENSG00000138794	4
LEF1_IL2781138	ENSG00000138795	4
HADH_IL2738723	ENSG00000138796	4
EGF_IL2739308	ENSG00000138798	4
PAPSS1_IL2780999	ENSG00000138801	4
SEC24B_IL2739079	ENSG00000138802	4
PPP3CA_IL2779638	ENSG00000138814	4
SLC39A8_IL2779823	ENSG00000138821	4
FBN2_IL2874371	ENSG00000138829	5
MAPK8IP3_IL3644057	ENSG00000138834	16
RGS3_IL3185643	ENSG00000138835	9
RNF185_IL3942805	ENSG00000138942	22
PARVG_IL3948047	ENSG00000138964	22
B4GALNT3_IL3400236	ENSG00000139044	12
PDE6H_IL3406229	ENSG00000139053	12
ERP27_IL3445768	ENSG00000139055	12
ETV6_IL3405032	ENSG00000139083	12
GABARAPL1_IL3404636	ENSG00000139112	12
KIF21A_IL3450775	ENSG00000139116	12
CPNE8_IL3450655	ENSG00000139117	12
YARS2_IL3450180	ENSG00000139131	12
FGD4_IL3410614	ENSG00000139132	12
ALG10B_IL3410908	ENSG00000139133	12
FAM60A_IL3449700	ENSG00000139146	12
AEBP2_IL3407229	ENSG00000139154	12
AMN1_IL3449910	ENSG00000139160	12
ETNK1_IL3408018	ENSG00000139163	12
ZCRB1_IL3451318	ENSG00000139168	12
TMEM117_IL3412345	ENSG00000139173	12
C1RL_IL3442514	ENSG00000139178	12
NDUFA9_IL3401878	ENSG00000139180	12
CLSTN3_IL3403244	ENSG00000139182	12
KLRG1_IL3404030	ENSG00000139187	12
VAMP1_IL3441941	ENSG00000139190	12
TAPBPL_IL3402522	ENSG00000139192	12
CD27_IL3402506	ENSG00000139193	12
RBP5_IL3442579	ENSG00000139194	12
PEX5_IL3403299	ENSG00000139197	12
AMIGO2_IL3452478	ENSG00000139211	12
MARCH9_IL3418513	ENSG00000139266	12
INHBE_IL3418111	ENSG00000139269	12
GLIPR1_IL3422855	ENSG00000139278	12
PHLDA1_IL3462816	ENSG00000139289	12
TMEM19_IL3422231	ENSG00000139291	12
DUSP6_IL3464860	ENSG00000139318	12
POC1B_IL3464912	ENSG00000139323	12
TMTC3_IL3425134	ENSG00000139324	12
SNRPF_IL3427014	ENSG00000139343	12
AMDHD1_IL3427032	ENSG00000139344	12
NEDD1_IL3427352	ENSG00000139350	12
SYCP3_IL3468080	ENSG00000139351	12
GAS2L3_IL3428268	ENSG00000139354	12
SLC15A4_IL3477917	ENSG00000139370	12
TDG_IL3429365	ENSG00000139372	12
IQCD_IL3472274	ENSG00000139405	12
SDSL_IL3432798	ENSG00000139410	12
MMAB_IL3470831	ENSG00000139428	12
GLTP_IL3470964	ENSG00000139433	12
GIT2_IL3471005	ENSG00000139436	12
TCHP_IL3431318	ENSG00000139437	12
NUPL1_IL3482219	ENSG00000139496	13
MTMR6_IL3506153	ENSG00000139505	13
SLC46A3_IL3507465	ENSG00000139508	13
SLC7A1_IL3507710	ENSG00000139514	13
LNX2_IL3507003	ENSG00000139517	13
SUOX_IL3417184	ENSG00000139531	12
CCDC65_IL3413643	ENSG00000139537	12
SLC39A5_IL3417500	ENSG00000139540	12
TARBP2_IL3416114	ENSG00000139546	12
RDH16_IL3458193	ENSG00000139547	12
ACVRL1_IL3415109	ENSG00000139567	12
GPR84_IL3456688	ENSG00000139572	12
NPFF_IL3456251	ENSG00000139574	12
N4BP2L1_IL3508644	ENSG00000139597	13
CELA1_IL3454877	ENSG00000139610	12
SMARCC2_IL3457455	ENSG00000139613	12
BRCA2_IL3484641	ENSG00000139618	13
MAP3K12_IL3456212	ENSG00000139625	12
ITGB7_IL3456049	ENSG00000139626	12
GALNT6_IL3454892	ENSG00000139629	12
CSAD_IL3456006	ENSG00000139631	12
LMBR1L_IL3453774	ENSG00000139636	12
C12orf10_IL3415937	ENSG00000139637	12
ESYT1_IL3417371	ENSG00000139641	12
TMBIM6_IL3414186	ENSG00000139644	12
ANKRD52_IL3457549	ENSG00000139645	12
ZNF740_IL3415812	ENSG00000139651	12
LPAR6_IL3513514	ENSG00000139679	13
RB1_IL3489020	ENSG00000139687	13
SBNO1_IL3476130	ENSG00000139697	12
MORN3_IL3475295	ENSG00000139714	12
VPS33A_IL3475545	ENSG00000139719	12
VPS37B_IL3475838	ENSG00000139722	12
RHOF_IL3475324	ENSG00000139725	12
NAP1L1_IL3462843	ENSG00000139726	12
DIAPH3_IL3515965	ENSG00000139734	13
SLAIN1_IL3494706	ENSG00000139737	13
RBM26_IL3519119	ENSG00000139746	13
MBNL2_IL3497586	ENSG00000139793	13
LIG4_IL3524999	ENSG00000139826	13
RAB20_IL3525498	ENSG00000139832	13
GRTP1_IL3526454	ENSG00000139835	13
PCID2_IL3526378	ENSG00000139842	13
CDH24_IL3557069	ENSG00000139880	14
REM2_IL3528944	ENSG00000139890	14
CBLN3_IL3558270	ENSG00000139899	14
TSSK4_IL3529775	ENSG00000139908	14
FITM1_IL3529601	ENSG00000139914	14
TMX1_IL3535395	ENSG00000139921	14
FRMD6_IL3535515	ENSG00000139926	14
PELI2_IL3537164	ENSG00000139946	14
RTN1_IL3567050	ENSG00000139970	14
SLC38A6_IL3538789	ENSG00000139974	14
DCAF5_IL3569926	ENSG00000139990	14
RAB15_IL3568616	ENSG00000139998	14
WDR89_IL3568080	ENSG00000140006	14
ESR2_IL3568184	ENSG00000140009	14
STON2_IL3574121	ENSG00000140022	14
GPR65_IL3547375	ENSG00000140030	14
PTGR2_IL3543857	ENSG00000140043	14
JDP2_IL3544562	ENSG00000140044	14
SLC24A4_IL3548849	ENSG00000140090	14
FBLN5_IL3576749	ENSG00000140092	14
C14orf79_IL3554523	ENSG00000140104	14
WDR20_IL3553017	ENSG00000140153	14
NIPA2_IL3613300	ENSG00000140157	15
SLC12A6_IL3617312	ENSG00000140199	15
DUOXA1_IL3622239	ENSG00000140254	15
MFAP1_IL3621692	ENSG00000140259	15
TCF12_IL3595096	ENSG00000140262	15
SERF2_IL3591650	ENSG00000140264	15
ZSCAN29_IL3621160	ENSG00000140265	15
DUOX2_IL3622176	ENSG00000140279	15
LYSMD2_IL3624273	ENSG00000140280	15
SLC27A2_IL3593575	ENSG00000140284	15
HDC_IL3623655	ENSG00000140287	15
BNIP2_IL3627076	ENSG00000140299	15
GTF2A2_IL3627042	ENSG00000140307	15
SRP14_IL3619165	ENSG00000140319	15
BAHD1_IL3589947	ENSG00000140320	15
DISP2_IL3589822	ENSG00000140323	15
CDAN1_IL3620741	ENSG00000140326	15
TLE3_IL3631214	ENSG00000140332	15
ANP32A_IL3630912	ENSG00000140350	15
COMMD4_IL3602264	ENSG00000140365	15
UBE2Q2_IL3602497	ENSG00000140367	15
PSTPIP1_IL3602767	ENSG00000140368	15
ETFA_IL3633794	ENSG00000140374	15
BCL2A1_IL3635198	ENSG00000140379	15
HMG20A_IL3602873	ENSG00000140382	15
SCAPER_IL3633890	ENSG00000140386	15
TSPAN3_IL3634071	ENSG00000140391	15
NCOA2_IL3139722	ENSG00000140396	8
MAN2C1_IL3633347	ENSG00000140400	15
MESDC1_IL3604236	ENSG00000140406	15
TPM1_IL3597338	ENSG00000140416	15
IGF1R_IL3610958	ENSG00000140443	15
ARRDC4_IL3610611	ENSG00000140450	15
PIF1_IL3629272	ENSG00000140451	15
USP3_IL3597603	ENSG00000140455	15
CYP11A1_IL3632862	ENSG00000140459	15
BBS4_IL3600960	ENSG00000140463	15
PML_IL3601387	ENSG00000140464	15
ADAMTS17_IL3641633	ENSG00000140470	15
ULK3_IL3633109	ENSG00000140474	15
PCSK6_IL3642200	ENSG00000140479	15
SCAMP2_IL3633148	ENSG00000140497	15
HAPLN3_IL3638188	ENSG00000140511	15
POLG_IL3638337	ENSG00000140521	15
FANCI_IL3607510	ENSG00000140525	15
ABHD2_IL3607447	ENSG00000140526	15
DET1_IL3638068	ENSG00000140543	15
MFGE8_IL3638204	ENSG00000140545	15
ZNF710_IL3607870	ENSG00000140548	15
UNC45A_IL3608520	ENSG00000140553	15
MCTP2_IL3609592	ENSG00000140563	15
FURIN_IL3608398	ENSG00000140564	15
IQGAP1_IL3608113	ENSG00000140575	15
CRTC3_IL3608220	ENSG00000140577	15
EFTUD1_IL3635776	ENSG00000140598	15
SEC11A_IL3637006	ENSG00000140612	15
GLYR1_IL3678395	ENSG00000140632	16
PMM2_IL3647504	ENSG00000140650	16
SLC5A2_IL3657219	ENSG00000140675	16
TGFB1I1_IL3657193	ENSG00000140682	16
C16orf58_IL3688424	ENSG00000140688	16
COX6A2_IL3688362	ENSG00000140691	16
PARN_IL3681377	ENSG00000140694	16
FTO_IL3661152	ENSG00000140718	16
UQCRC2_IL3652218	ENSG00000140740	16
CDR2_IL3684782	ENSG00000140743	16
ARHGAP17_IL3685610	ENSG00000140750	16
NKD1_IL3660075	ENSG00000140807	16
DHX38_IL3667902	ENSG00000140829	16
TXNL4B_IL3698055	ENSG00000140830	16
ZFHX3_IL3698256	ENSG00000140836	16
CLEC18A_IL3666989	ENSG00000140839	16
CPNE2_IL3662545	ENSG00000140848	16
NLRC5_IL3662444	ENSG00000140853	16
KATNB1_IL3662924	ENSG00000140859	16
CMTM3_IL3664843	ENSG00000140931	16
CMTM2_IL3664836	ENSG00000140932	16
NOL3_IL3665262	ENSG00000140939	16
MAP1LC3B_IL3672830	ENSG00000140941	16
MBTPS1_IL3702293	ENSG00000140943	16
CDH13_IL3671202	ENSG00000140945	16
ZCCHC14_IL3703665	ENSG00000140948	16
OSGIN1_IL3671506	ENSG00000140961	16
IRF8_IL3672489	ENSG00000140968	16
RHOT2_IL3643229	ENSG00000140983	16
RPL3L_IL3676279	ENSG00000140986	16
RPS2_IL3676300	ENSG00000140988	16
NDUFB10_IL3644220	ENSG00000140990	16
TIGD7_IL3677538	ENSG00000140993	16
DEF8_IL3674559	ENSG00000140995	16
TCF25_IL3674434	ENSG00000141002	16
GALNS_IL3704513	ENSG00000141012	16
GAS8_IL3674659	ENSG00000141013	16
MED9_IL3712582	ENSG00000141026	17
NCOR1_IL3746881	ENSG00000141027	17
COPS3_IL3747717	ENSG00000141030	17
ZNF287_IL3747288	ENSG00000141040	17
CIRH1A_IL3666566	ENSG00000141076	16
RANBP10_IL3695867	ENSG00000141084	16
DPEP3_IL3696115	ENSG00000141096	16
GFOD2_IL3695838	ENSG00000141098	16
MYO19_IL3754227	ENSG00000141140	
DDX52_IL3754736	ENSG00000141141	
GAS2L2_IL3753729	ENSG00000141150	
UNC45B_IL3718514	ENSG00000141161	17
PCTP_IL3727712	ENSG00000141179	17
C17orf80_IL3733999	ENSG00000141219	17
TOB1_IL3762473	ENSG00000141232	17
VPS53_IL3739668	ENSG00000141252	17
SGSM2_IL3706255	ENSG00000141258	17
NPEPPS_IL3724698	ENSG00000141279	17
SKAP1_IL3761164	ENSG00000141293	17
LRRC46_IL3724895	ENSG00000141294	17
SCRN2_IL3760957	ENSG00000141295	17
SSH2_IL3751625	ENSG00000141298	17
SPACA3_IL3717901	ENSG00000141316	17
ARSG_IL3732793	ENSG00000141337	17
G6PC3_IL3722739	ENSG00000141349	17
CLTC_IL3729172	ENSG00000141367	17
BCAS3_IL3729569	ENSG00000141376	17
PTRH2_IL3764872	ENSG00000141378	17
SS18_IL3802129	ENSG00000141380	18
AFG3L2_IL3799415	ENSG00000141385	18
SLMO1_IL3779612	ENSG00000141391	18
IMPA2_IL3779362	ENSG00000141401	18
GNAL_IL3779207	ENSG00000141404	18
SLC39A6_IL3804195	ENSG00000141424	18
RPRD1A_IL3804143	ENSG00000141425	18
C18orf21_IL3784670	ENSG00000141428	18
GALNT1_IL3784602	ENSG00000141429	18
ESCO1_IL3800779	ENSG00000141446	18
OSBPL1A_IL3801621	ENSG00000141447	18
GATA6_IL3781245	ENSG00000141448	18
GREB1L_IL3780981	ENSG00000141449	18
C18orf8_IL3781734	ENSG00000141452	18
PELP1_IL3742236	ENSG00000141456	17
NPC1_IL3801411	ENSG00000141458	18
SLC14A1_IL3786868	ENSG00000141469	18
ARRB2_IL3707095	ENSG00000141480	17
SLC13A5_IL3743194	ENSG00000141485	17
ZMYND15_IL3707141	ENSG00000141497	17
WRAP53_IL3708961	ENSG00000141499	17
MINK1_IL3707258	ENSG00000141503	17
SAT2_IL3743883	ENSG00000141504	17
ASGR1_IL3743371	ENSG00000141505	17
PIK3R5_IL3744680	ENSG00000141506	17
TP53_IL3743906	ENSG00000141510	17
CCDC40_IL3737079	ENSG00000141519	17
ARHGDIA_IL3774283	ENSG00000141522	17
TMC6_IL3772090	ENSG00000141524	17
SLC16A3_IL3738629	ENSG00000141526	17
CARD14_IL3737192	ENSG00000141527	17
TTYH2_IL3734236	ENSG00000141540	17
RAB40B_IL3775211	ENSG00000141542	17
EIF4A3_IL3773312	ENSG00000141543	17
FN3KRP_IL3739108	ENSG00000141560	17
NARF_IL3738901	ENSG00000141562	17
RPTOR_IL3737488	ENSG00000141564	17
FOXK2_IL3738969	ENSG00000141568	17
TRIM65_IL3771091	ENSG00000141569	17
CBX8_IL3773149	ENSG00000141570	17
SECTM1_IL3774906	ENSG00000141574	17
CBX4_IL3773174	ENSG00000141582	17
RNF165_IL3787076	ENSG00000141622	18
ELAC1_IL3788270	ENSG00000141642	18
MBD1_IL3807753	ENSG00000141644	18
SMAD4_IL3788302	ENSG00000141646	18
TNFRSF11A_IL3791254	ENSG00000141655	18
ZCCHC2_IL3791341	ENSG00000141664	18
FBXO15_IL3813198	ENSG00000141665	18
PMAIP1_IL3790704	ENSG00000141682	18
FAM134C_IL3757990	ENSG00000141699	17
PIP4K2B_IL3755359	ENSG00000141720	
ERBB2_IL3720402	ENSG00000141736	17
PNMT_IL3720388	ENSG00000141744	17
IGFBP4_IL3721010	ENSG00000141753	17
FKBP10_IL3721452	ENSG00000141756	17
TXNL4A_IL3814734	ENSG00000141759	18
CACNA1A_IL3852133	ENSG00000141837	19
BRD4_IL3853193	ENSG00000141867	19
SLC39A3_IL3845998	ENSG00000141873	19
NFIC_IL3816919	ENSG00000141905	19
PPAP2C_IL3844470	ENSG00000141934	19
PRDM15_IL3933243	ENSG00000141956	21
PFKL_IL3923632	ENSG00000141959	21
VAV1_IL3818547	ENSG00000141968	19
CIB3_IL3853761	ENSG00000141977	19
SH3GL1_IL3846742	ENSG00000141985	19
DUS3L_IL3847420	ENSG00000141994	19
DPP9_IL3846926	ENSG00000142002	19
DMRTC2_IL3834439	ENSG00000142025	19
CCDC97_IL3834149	ENSG00000142039	19
TMEM91_IL3834176	ENSG00000142046	19
SIRT3_IL3357785	ENSG00000142082	11
IFITM3_IL3357840	ENSG00000142089	11
COL6A1_IL3924372	ENSG00000142156	21
IFNAR1_IL3918574	ENSG00000142166	21
SOD1_IL3917851	ENSG00000142168	21
COL6A2_IL3924424	ENSG00000142173	21
SIK1_IL3934111	ENSG00000142178	21
DNMT3L_IL3934439	ENSG00000142182	21
TRPM2_IL3923702	ENSG00000142185	21
SCYL1_IL3335267	ENSG00000142186	11
TMEM50B_IL3929664	ENSG00000142188	21
APP_IL3927226	ENSG00000142192	21
MRAP_IL3918071	ENSG00000142207	21
AKT1_IL3581132	ENSG00000142208	14
EMP3_IL3837731	ENSG00000142227	19
SAE1_IL3837132	ENSG00000142230	19
NTN5_IL3867287	ENSG00000142233	19
ADAMTS10_IL3849117	ENSG00000142303	19
RNPEPL1_IL2535830	ENSG00000142327	2
CAPN10_IL2535859	ENSG00000142330	2
MYO1F_IL3849044	ENSG00000142347	19
NLRP12_IL3870361	ENSG00000142405	19
CACNG8_IL3841157	ENSG00000142408	19
ZNF787_IL3871730	ENSG00000142409	19
C19orf52_IL3820906	ENSG00000142444	19
YIPF2_IL3850576	ENSG00000142453	19
EVI5L_IL3819200	ENSG00000142459	19
SLC47A1_IL3713951	ENSG00000142494	17
PSMB6_IL3707199	ENSG00000142507	17
SIGLEC10_IL3869030	ENSG00000142512	19
ZNF473_IL3839142	ENSG00000142528	19
FAM71E1_IL3868472	ENSG00000142530	19
RPL13AP3_IL3537030	ENSG00000142541	19
CTU1_IL3868905	ENSG00000142544	19
NOSIP_IL3867928	ENSG00000142546	19
RCN3_IL3838665	ENSG00000142552	19
ZNF614_IL3869379	ENSG00000142556	19
SLC2A5_IL2395564	ENSG00000142583	1
RERE_IL2395245	ENSG00000142599	1
PRDM16_IL2316953	ENSG00000142611	1
EPHA2_IL2397948	ENSG00000142627	1
ARHGEF19_IL2397999	ENSG00000142632	1
EFHD2_IL2321779	ENSG00000142634	1
PEX14_IL2319881	ENSG00000142655	1
PGD_IL2319802	ENSG00000142657	1
SH3BGRL3_IL2326448	ENSG00000142669	1
CNKSR1_IL2326327	ENSG00000142675	1
RPL11_IL2325192	ENSG00000142676	1
C1orf216_IL2406412	ENSG00000142686	1
PLK4_IL2742985	ENSG00000142731	4
MAP3K6_IL2403027	ENSG00000142733	1
GPN2_IL2402838	ENSG00000142751	1
SYTL1_IL2326993	ENSG00000142765	1
WDTC1_IL2326912	ENSG00000142784	1
ITGB3BP_IL2416218	ENSG00000142856	1
SERBP1_IL2417174	ENSG00000142864	1
BCL10_IL2420808	ENSG00000142867	1
PRKACB_IL2344393	ENSG00000142875	1
PIGK_IL2418929	ENSG00000142892	1
KIF2C_IL2334098	ENSG00000142945	1
PTPRF_IL2333318	ENSG00000142949	1
BEST4_IL2409820	ENSG00000142959	1
CYP4B1_IL2334932	ENSG00000142973	1
LMO4_IL2345286	ENSG00000143013	1
MTF2_IL2346934	ENSG00000143033	1
SLC44A3_IL2347625	ENSG00000143036	1
IGSF3_IL2429914	ENSG00000143061	1
ZNF697_IL2430994	ENSG00000143067	1
CTTNBP2NL_IL2352106	ENSG00000143079	1
PSMA5_IL2427074	ENSG00000143106	1
C1orf162_IL2351854	ENSG00000143110	1
CELSR2_IL2350596	ENSG00000143126	1
ITGA10_IL2356218	ENSG00000143127	1
GPR161_IL2442911	ENSG00000143147	1
ALDH9A1_IL2442103	ENSG00000143149	1
NME7_IL2443235	ENSG00000143153	1
TIPRL_IL2366132	ENSG00000143155	1
POGK_IL2365496	ENSG00000143157	1
CREG1_IL2442698	ENSG00000143162	1
DCAF6_IL2366028	ENSG00000143164	1
GPA33_IL2442493	ENSG00000143167	1
TBX19_IL2366184	ENSG00000143178	1
UCK2_IL2365210	ENSG00000143179	1
TMCO1_IL2442134	ENSG00000143183	1
XCL1_IL2366287	ENSG00000143184	1
POU2F1_IL2365675	ENSG00000143190	1
ADCY10_IL2442800	ENSG00000143199	1
RFWD2_IL2445141	ENSG00000143207	1
UFC1_IL2363424	ENSG00000143222	1
PPOX_IL2363484	ENSG00000143224	1
FCGR2A_IL2363689	ENSG00000143226	1
NUF2_IL2364438	ENSG00000143228	1
RGS5_IL2441386	ENSG00000143248	1
ABCC8_IL3364878	ENSG00000143252	1
PFDN2_IL2440612	ENSG00000143256	1
TOMM40L_IL2363579	ENSG00000143257	1
USP21_IL2363444	ENSG00000143258	1
PRCC_IL2361731	ENSG00000143294	1
FCRL5_IL2438892	ENSG00000143297	1
MRPL24_IL2438504	ENSG00000143314	1
PIGM_IL2439944	ENSG00000143315	1
CASQ1_IL2362991	ENSG00000143318	1
ISG20L2_IL2438482	ENSG00000143319	1
CRABP2_IL2438458	ENSG00000143320	1
HDGF_IL2438531	ENSG00000143321	1
ABL2_IL2446047	ENSG00000143322	1
XPR1_IL2370123	ENSG00000143324	1
RGS16_IL2447148	ENSG00000143333	1
TOR1AIP1_IL2369796	ENSG00000143337	1
RGL1_IL2371346	ENSG00000143344	1
LYPLAL1_IL2380785	ENSG00000143353	1
PRUNE_IL2358623	ENSG00000143363	1
RORC_IL2435261	ENSG00000143365	1
TUFT1_IL2358993	ENSG00000143367	1
SF3B4_IL2434159	ENSG00000143368	1
ECM1_IL2358360	ENSG00000143369	1
TARS2_IL2358320	ENSG00000143374	1
CGN_IL2358949	ENSG00000143375	1
SNX27_IL2359036	ENSG00000143376	1
SETDB1_IL2358520	ENSG00000143379	1
ADAMTSL4_IL2358426	ENSG00000143382	1
MCL1_IL2434438	ENSG00000143384	1
CTSK_IL2434609	ENSG00000143387	1
RFX5_IL2434971	ENSG00000143390	1
ZNF687_IL2358855	ENSG00000143393	1
PIP5K1A_IL2358761	ENSG00000143398	1
ANP32E_IL2434319	ENSG00000143401	1
FAM63A_IL2434746	ENSG00000143409	1
ANXA9_IL2358591	ENSG00000143412	1
SELENBP1_IL2435005	ENSG00000143416	1
ENSA_IL2434490	ENSG00000143420	1
SLC2A9_IL2760199	ENSG00000143429	2
SEMA6C_IL2434805	ENSG00000143434	1
MRPL9_IL2435195	ENSG00000143436	1
ARNT_IL2434633	ENSG00000143437	1
POGZ_IL2435044	ENSG00000143442	1
C1orf56_IL2358671	ENSG00000143443	1
OAZ3_IL2359113	ENSG00000143450	1
HORMAD1_IL2434546	ENSG00000143452	1
GOLPH3L_IL2434527	ENSG00000143457	1
GABPB2_IL2358700	ENSG00000143458	1
IKBKE_IL2376799	ENSG00000143466	
DTL_IL2378937	ENSG00000143476	1
DYRK3_IL2376894	ENSG00000143479	1
INTS7_IL2454532	ENSG00000143493	1
VASH2_IL2379314	ENSG00000143494	1
TAF1A_IL4045166	ENSG00000143498	1
SMYD2_IL2379754	ENSG00000143499	1
DUSP10_IL2457261	ENSG00000143507	1
HHIPL2_IL2457496	ENSG00000143512	1
TP53BP2_IL2457842	ENSG00000143514	1
ATP8B2_IL2360206	ENSG00000143515	1
ADAM15_IL2360576	ENSG00000143537	1
RAB13_IL2436401	ENSG00000143545	1
S100A8_IL2435989	ENSG00000143546	1
TPM3_IL2436526	ENSG00000143549	1
NUP210L_IL2436467	ENSG00000143552	1
SLC27A3_IL2359885	ENSG00000143554	1
UBAP2L_IL2360083	ENSG00000143569	1
SLC39A1_IL2436378	ENSG00000143570	1
HAX1_IL2360158	ENSG00000143575	1
CREB3L4_IL2359993	ENSG00000143578	1
EFNA4_IL2360633	ENSG00000143590	1
AQP10_IL2360186	ENSG00000143595	1
KCNN3_IL2436826	ENSG00000143603	1
C1orf189_IL2436576	ENSG00000143612	1
GATAD2B_IL2436228	ENSG00000143614	1
SNAPIN_IL2359764	ENSG00000143621	1
RIT1_IL2437736	ENSG00000143622	1
INTS3_IL2359817	ENSG00000143624	1
PKLR_IL2437363	ENSG00000143630	1
ACTA1_IL2459837	ENSG00000143632	1
C1orf131_IL2460487	ENSG00000143633	1
GALNT2_IL2384788	ENSG00000143641	1
TTC13_IL2460368	ENSG00000143643	1
SCCPDH_IL2389789	ENSG00000143653	1
LYST_IL2461999	ENSG00000143669	1
KIAA1804_IL2385797	ENSG00000143674	1
CEP170_IL2463864	ENSG00000143702	1
ACP1_IL2466141	ENSG00000143727	2
SRP9_IL2382781	ENSG00000143742	1
NVL_IL2458017	ENSG00000143748	1
DEGS1_IL2382360	ENSG00000143753	1
FBXO28_IL2382336	ENSG00000143756	1
ARF1_IL2383726	ENSG00000143761	1
CNIH4_IL2382419	ENSG00000143771	1
ITPKB_IL2458921	ENSG00000143772	1
GUK1_IL2383859	ENSG00000143774	1
CDC42BPA_IL2459042	ENSG00000143776	1
CNIH3_IL2382467	ENSG00000143786	1
C1orf35_IL2459417	ENSG00000143793	1
MBOAT2_IL2539607	ENSG00000143797	2
PARP1_IL2458773	ENSG00000143799	1
PSEN2_IL2383312	ENSG00000143801	1
PYCR2_IL2458607	ENSG00000143811	1
LBR_IL2458289	ENSG00000143815	1
WNT9A_IL2459352	ENSG00000143816	1
EPHX1_IL2382970	ENSG00000143819	1
SOX13_IL2375916	ENSG00000143842	1
ETNK2_IL2451870	ENSG00000143845	1
PLEKHA6_IL2451958	ENSG00000143850	1
PTPN7_IL2451155	ENSG00000143851	1
SYT2_IL2451261	ENSG00000143858	1
ARL8A_IL2451139	ENSG00000143862	1
GDF7_IL2472054	ENSG00000143869	2
ATP6V1C2_IL2469529	ENSG00000143870	2
RHOB_IL2471978	ENSG00000143878	2
GALM_IL2477933	ENSG00000143891	2
EML4_IL2478748	ENSG00000143924	2
C2orf61_IL2551905	ENSG00000143933	2
CHAC2_IL2482211	ENSG00000143942	2
VPS54_IL2556215	ENSG00000143952	2
ASXL2_IL2544925	ENSG00000143970	2
ETAA1_IL2486520	ENSG00000143971	2
ABHD1_IL2474265	ENSG00000143994	2
MEIS1_IL2486178	ENSG00000143995	2
CIAO1_IL2494447	ENSG00000144021	2
ZNF514_IL2564634	ENSG00000144026	2
SNRNP200_IL2565262	ENSG00000144028	2
ZNF2_IL2493813	ENSG00000144029	2
ANKRD53_IL2487963	ENSG00000144031	2
TPRKB_IL2559696	ENSG00000144034	2
SFXN5_IL2559386	ENSG00000144040	2
TEX261_IL2558924	ENSG00000144043	2
DQX1_IL2560229	ENSG00000144045	2
DUSP11_IL2559649	ENSG00000144048	2
NPHP1_IL2570238	ENSG00000144061	2
THNSL2_IL2492783	ENSG00000144115	2
RALB_IL2503200	ENSG00000144118	2
TMEM177_IL2502952	ENSG00000144120	2
SLC20A1_IL2500919	ENSG00000144136	2
FBLN7_IL2500667	ENSG00000144152	2
ZC3H8_IL2571217	ENSG00000144161	2
LIPT1_IL2495782	ENSG00000144182	2
LYG1_IL2566711	ENSG00000144214	2
UBXN4_IL2507495	ENSG00000144224	2
SPOPL_IL2508016	ENSG00000144228	2
POLR2D_IL2575134	ENSG00000144231	2
AMMECR1L_IL2575161	ENSG00000144233	2
SLC4A10_IL2512790	ENSG00000144290	2
SCRN3_IL2516332	ENSG00000144306	2
KIAA1715_IL2588319	ENSG00000144320	2
CDCA7_IL2516023	ENSG00000144354	2
UBR3_IL2514658	ENSG00000144357	2
PHOSPHO2_IL2514497	ENSG00000144362	2
FAM171B_IL2519294	ENSG00000144369	2
MYCT1_IL2931970	ENSG00000144381	2
CCDC150_IL2521278	ENSG00000144395	2
PTH2R_IL2525353	ENSG00000144407	2
NBEAL1_IL2523540	ENSG00000144426	2
SPAG16_IL2526419	ENSG00000144451	2
SUMF1_IL2660800	ENSG00000144455	3
RHBDD1_IL2530330	ENSG00000144468	2
HES6_IL2605735	ENSG00000144485	2
ESPNL_IL2534664	ENSG00000144488	2
ANKMY1_IL2606741	ENSG00000144504	2
COPS7B_IL2532064	ENSG00000144524	2
DIS3L2_IL2532110	ENSG00000144535	2
CPNE9_IL2609824	ENSG00000144550	3
FANCD2_IL2610241	ENSG00000144554	3
RAB5A_IL2613386	ENSG00000144566	3
FAM134A_IL2528275	ENSG00000144567	2
CTDSP1_IL2527786	ENSG00000144579	2
STK11IP_IL2528709	ENSG00000144589	2
GMPPA_IL2528620	ENSG00000144591	2
DYNC1LI1_IL2668035	ENSG00000144635	3
RBMS3_IL2615060	ENSG00000144642	3
OSBPL10_IL2667809	ENSG00000144645	3
FAM198A_IL2619521	ENSG00000144649	3
CSRNP1_IL2669930	ENSG00000144655	3
ITGA9_IL2617188	ENSG00000144668	3
GOLGA4_IL2617041	ENSG00000144674	3
CTDSPL_IL2617276	ENSG00000144677	3
STAC_IL2616804	ENSG00000144681	3
IQSEC1_IL2663396	ENSG00000144711	3
RPL32P3_IL2694706	ENSG00000144713	3
SHQ1_IL2682568	ENSG00000144736	3
UBA3_IL2681195	ENSG00000144744	3
ARL6IP5_IL2628682	ENSG00000144746	3
TMF1_IL2681157	ENSG00000144747	3
SLC25A26_IL2628081	ENSG00000144749	3
LIMD1_IL2620641	ENSG00000144791	3
NFKBIZ_IL2634091	ENSG00000144802	3
GPR128_IL2633737	ENSG00000144820	3
PHLDB2_IL2635906	ENSG00000144824	3
